country_name,indicator_name,sex,age_group,age_categories,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,Average_per_years,region,sub_region,economic_level,standard_deviation
Brazil,Unemployment rate by sex and age,Male,Under 15,Children,5.613,7.231,10.074,11.202,10.734,10.068,11.799,10.676,7.472,6.515,6.35,8.884909091,Americas,Latin America and the Caribbean,Upper-middle income,2.253463355
Brunei Darussalam,Unemployment rate by sex and age,Female,15-24,Youth,26.157,27.434,28.621,29.722,32.978,24.246,33.654,23.132,23.916,23.425,22.854,26.92172727,Asia,South-Eastern Asia,High income,3.910341087
Brunei Darussalam,Unemployment rate by sex and age,Female,25+,Adults,4.65,5.389,6.136,6.883,6.635,5.653,5.588,4.249,3.731,3.849,3.818,5.143727273,Asia,South-Eastern Asia,High income,1.149975573
Brunei Darussalam,Unemployment rate by sex and age,Female,Under 15,Children,7.863,8.57,9.278,9.98,10.055,7.865,8.848,6.39,5.994,5.987,5.846,7.879636364,Asia,South-Eastern Asia,High income,1.612648956
Brunei Darussalam,Unemployment rate by sex and age,Male,15-24,Youth,23.043,25.286,27.464,29.596,30.328,17.987,23.21,11.995,11.899,12.095,12.063,20.45145455,Asia,South-Eastern Asia,High income,7.476424993
Brunei Darussalam,Unemployment rate by sex and age,Male,25+,Adults,3.39,4.16,4.934,5.707,4.363,3.89,3.997,2.727,2.218,2.227,2.143,3.614181818,Asia,South-Eastern Asia,High income,1.186524405
Brunei Darussalam,Unemployment rate by sex and age,Male,Under 15,Children,6.138,7.033,7.928,8.818,7.708,5.71,6.395,3.852,3.362,3.375,3.275,5.781272727,Asia,South-Eastern Asia,High income,2.031373185
Bulgaria,Unemployment rate by sex and age,Female,15-24,Youth,23.753,22.279,16.917,12.459,11.893,8.296,13.678,15.341,10.684,7.755,7.251,13.66418182,Europe,Eastern Europe,High income,5.547322053
Bulgaria,Unemployment rate by sex and age,Female,25+,Adults,9.685,7.748,6.531,5.648,4.364,3.694,4.436,4.707,3.819,4.009,3.762,5.309363636,Europe,Eastern Europe,High income,1.939984344
Bulgaria,Unemployment rate by sex and age,Female,Under 15,Children,10.402,8.416,6.966,5.946,4.651,3.869,4.764,5.033,4.061,4.156,3.903,5.651545455,Europe,Eastern Europe,High income,2.125942585
Bulgaria,Unemployment rate by sex and age,Male,15-24,Youth,23.825,21.264,17.446,13.254,13.204,9.309,14.561,16.15,10.818,12.268,11.862,14.90554545,Europe,Eastern Europe,High income,4.449493507
Bulgaria,Unemployment rate by sex and age,Male,25+,Adults,11.512,9.032,7.555,5.936,5.296,4.299,4.994,4.984,4.133,3.786,3.512,5.912636364,Europe,Eastern Europe,High income,2.488458771
Bulgaria,Unemployment rate by sex and age,Male,Under 15,Children,12.313,9.775,8.095,6.346,5.691,4.539,5.423,5.473,4.451,4.21,3.945,6.387363636,Europe,Eastern Europe,High income,2.638749032
Burkina Faso,Unemployment rate by sex and age,Female,15-24,Youth,7.467,7.724,7.837,7.856,7.83,7.862,8.84,8.745,8.315,8.213,8.091,8.070909091,Africa,Sub-Saharan Africa,Low income,0.425876145
Burkina Faso,Unemployment rate by sex and age,Female,25+,Adults,3.344,3.504,3.555,3.533,3.478,3.499,3.566,3.949,3.819,3.757,3.699,3.609363636,Africa,Sub-Saharan Africa,Low income,0.176282315
Burkina Faso,Unemployment rate by sex and age,Female,Under 15,Children,4.458,4.637,4.697,4.679,4.624,4.641,4.948,5.191,4.99,4.919,4.846,4.784545455,Africa,Sub-Saharan Africa,Low income,0.212031773
Burkina Faso,Unemployment rate by sex and age,Male,15-24,Youth,6.673,7.111,7.407,7.602,7.743,7.775,8.576,8.594,8.199,8.102,8.015,7.799727273,Africa,Sub-Saharan Africa,Low income,0.589204394
Burkina Faso,Unemployment rate by sex and age,Male,25+,Adults,3.089,3.344,3.482,3.536,3.548,3.57,4.021,4.272,3.915,3.868,3.789,3.675818182,Africa,Sub-Saharan Africa,Low income,0.334760158
Burkina Faso,Unemployment rate by sex and age,Male,Under 15,Children,4.134,4.435,4.613,4.702,4.744,4.763,5.313,5.499,5.127,5.068,4.987,4.853181818,Africa,Sub-Saharan Africa,Low income,0.394998688
Burundi,Unemployment rate by sex and age,Female,15-24,Youth,1.918,1.835,1.699,1.571,1.442,1.317,1.388,1.416,1.273,1.2,1.162,1.474636364,Africa,Sub-Saharan Africa,Low income,0.252337184
Burundi,Unemployment rate by sex and age,Female,25+,Adults,0.906,0.929,0.896,0.871,0.844,0.819,0.842,0.948,0.646,0.617,0.588,0.809636364,Africa,Sub-Saharan Africa,Low income,0.130087104
Burundi,Unemployment rate by sex and age,Female,Under 15,Children,1.153,1.146,1.087,1.037,0.986,0.939,0.976,1.063,0.803,0.766,0.738,0.972181818,Africa,Sub-Saharan Africa,Low income,0.146908692
Burundi,Unemployment rate by sex and age,Male,15-24,Youth,4.166,3.86,3.426,3.015,2.608,2.206,2.02,2.155,2.174,2.004,1.912,2.686,Africa,Sub-Saharan Africa,Low income,0.807023048
Burundi,Unemployment rate by sex and age,Male,25+,Adults,1.435,1.38,1.221,1.077,0.934,0.794,0.793,0.918,0.638,0.609,0.57,0.942636364,Africa,Sub-Saharan Africa,Low income,0.302884226
Burundi,Unemployment rate by sex and age,Male,Under 15,Children,2.02,1.913,1.698,1.502,1.307,1.119,1.086,1.216,1.012,0.956,0.911,1.34,Africa,Sub-Saharan Africa,Low income,0.389106669
Cabo Verde,Unemployment rate by sex and age,Female,15-24,Youth,28.366,30.39,32.359,34.551,31.035,32.518,39.862,37.424,34.846,34.004,33.74,33.55409091,Africa,Sub-Saharan Africa,Lower-middle income,3.216225348
Cabo Verde,Unemployment rate by sex and age,Female,25+,Adults,8.013,8.136,8.199,8.294,7.942,8.279,9.834,9.896,8.901,8.72,8.657,8.624636364,Africa,Sub-Saharan Africa,Lower-middle income,0.682220825
Cabo Verde,Unemployment rate by sex and age,Female,Under 15,Children,12.084,12.371,12.556,12.76,11.553,11.533,13.628,13.286,11.827,11.486,11.319,12.21845455,Africa,Sub-Saharan Africa,Lower-middle income,0.773721573
Cabo Verde,Unemployment rate by sex and age,Male,15-24,Youth,24.959,26.231,27.379,28.644,24.13,24.393,29.298,27.56,25.55,24.833,24.67,26.14972727,Africa,Sub-Saharan Africa,Lower-middle income,1.802938163
Cabo Verde,Unemployment rate by sex and age,Male,25+,Adults,7.929,8.085,8.171,8.285,10.393,10.452,12.911,12.536,11.015,10.731,10.612,10.10181818,Africa,Sub-Saharan Africa,Lower-middle income,1.770078971
Cabo Verde,Unemployment rate by sex and age,Male,Under 15,Children,11.436,11.63,11.717,11.82,12.663,12.64,15.356,14.749,12.931,12.535,12.354,12.71190909,Africa,Sub-Saharan Africa,Lower-middle income,1.262526551
Cambodia,Unemployment rate by sex and age,Female,15-24,Youth,1.009,0.999,1.223,0.44,0.452,0.469,0.56,1.009,0.881,0.815,0.79,0.786090909,Asia,South-Eastern Asia,Lower-middle income,0.269910153
Cambodia,Unemployment rate by sex and age,Female,25+,Adults,0.576,0.282,0.75,0.097,0.083,0.068,0.122,0.288,0.114,0.119,0.115,0.237636364,Asia,South-Eastern Asia,Lower-middle income,0.226219041
Cambodia,Unemployment rate by sex and age,Female,Under 15,Children,0.69,0.459,0.86,0.172,0.159,0.147,0.206,0.421,0.255,0.247,0.239,0.350454546,Asia,South-Eastern Asia,Lower-middle income,0.235517457
Cambodia,Unemployment rate by sex and age,Male,15-24,Youth,1.133,0.547,1.105,0.322,0.322,0.325,0.452,0.75,0.682,0.628,0.612,0.625272727,Asia,South-Eastern Asia,Lower-middle income,0.285857689
Cambodia,Unemployment rate by sex and age,Male,25+,Adults,0.559,0.269,0.464,0.059,0.048,0.036,0.069,0.303,0.099,0.095,0.086,0.189727273,Asia,South-Eastern Asia,Lower-middle income,0.182770397
Cambodia,Unemployment rate by sex and age,Male,Under 15,Children,0.69,0.329,0.597,0.112,0.1,0.089,0.138,0.381,0.201,0.189,0.179,0.273181818,Asia,South-Eastern Asia,Lower-middle income,0.205589795
Cameroon,Unemployment rate by sex and age,Female,15-24,Youth,6.728,6.714,6.749,6.842,6.918,6.972,7.849,7.719,7.177,7.034,6.974,7.061454545,Africa,Sub-Saharan Africa,Lower-middle income,0.384789907
Cameroon,Unemployment rate by sex and age,Female,25+,Adults,3.231,3.214,3.238,3.308,3.366,3.406,3.529,3.806,3.544,3.473,3.435,3.413636364,Africa,Sub-Saharan Africa,Lower-middle income,0.174865247
Cameroon,Unemployment rate by sex and age,Female,Under 15,Children,4.047,4.021,4.038,4.103,4.156,4.19,4.476,4.661,4.329,4.241,4.196,4.223454545,Africa,Sub-Saharan Africa,Lower-middle income,0.198525245
Cameroon,Unemployment rate by sex and age,Male,15-24,Youth,5.708,5.699,5.737,5.83,5.909,5.965,6.54,6.543,6.115,5.969,5.909,5.993090909,Africa,Sub-Saharan Africa,Lower-middle income,0.298635381
Cameroon,Unemployment rate by sex and age,Male,25+,Adults,2.227,2.216,2.236,2.294,2.342,2.376,2.686,2.827,2.469,2.407,2.372,2.404727273,Africa,Sub-Saharan Africa,Lower-middle income,0.193734401
Cameroon,Unemployment rate by sex and age,Male,Under 15,Children,3.073,3.051,3.065,3.12,3.165,3.195,3.563,3.678,3.288,3.209,3.168,3.234090909,Africa,Sub-Saharan Africa,Lower-middle income,0.205066552
Canada,Unemployment rate by sex and age,Female,15-24,Youth,11.495,10.815,10.726,9.597,9.421,9.371,19.464,12.558,8.941,9.692,10.75,11.16636364,Americas,Northern America,High income,2.953720985
Canada,Unemployment rate by sex and age,Female,25+,Adults,5.591,5.515,5.51,5.309,4.88,4.561,7.88,6.483,4.508,4.552,5.129,5.447090909,Americas,Northern America,High income,0.996569762
Canada,Unemployment rate by sex and age,Female,Under 15,Children,6.498,6.315,6.28,5.935,5.535,5.269,9.522,7.345,5.138,5.265,5.896,6.272545455,Americas,Northern America,High income,1.259799299
Canada,Unemployment rate by sex and age,Male,15-24,Youth,14.901,14.672,14.434,12.837,12.002,12.109,20.822,14.545,11.249,11.406,12.42,13.76336364,Americas,Northern America,High income,2.708988308
Canada,Unemployment rate by sex and age,Male,25+,Adults,6.236,6.324,6.627,5.906,5.165,5.097,8.072,6.643,4.525,4.686,5.269,5.868181818,Americas,Northern America,High income,1.050111881
Canada,Unemployment rate by sex and age,Male,Under 15,Children,7.488,7.516,7.72,6.875,6.115,6.068,9.782,7.695,5.408,5.556,6.178,6.945545455,Americas,Northern America,High income,1.271828948
Central African Republic,Unemployment rate by sex and age,Female,15-24,Youth,11.557,11.741,11.769,11.714,11.389,11.508,12.999,13.035,12.056,11.897,11.776,11.94918182,Africa,Sub-Saharan Africa,Low income,0.558445309
Central African Republic,Unemployment rate by sex and age,Female,25+,Adults,4.54,4.623,4.625,4.63,4.6,4.652,4.79,5.163,4.906,4.831,4.798,4.741636364,Africa,Sub-Saharan Africa,Low income,0.180819951
Central African Republic,Unemployment rate by sex and age,Female,Under 15,Children,6.767,6.914,6.938,6.932,6.811,6.884,7.48,7.736,7.276,7.17,7.1,7.091636364,Africa,Sub-Saharan Africa,Low income,0.302346249
Central African Republic,Unemployment rate by sex and age,Male,15-24,Youth,9.49,9.712,9.732,9.877,9.675,9.745,10.759,10.696,9.798,9.683,9.622,9.889909091,Africa,Sub-Saharan Africa,Low income,0.42567604
Central African Republic,Unemployment rate by sex and age,Male,25+,Adults,3.406,3.555,3.626,3.681,3.667,3.706,4.08,4.18,3.849,3.788,3.737,3.752272727,Africa,Sub-Saharan Africa,Low income,0.221467872
Central African Republic,Unemployment rate by sex and age,Male,Under 15,Children,5.078,5.281,5.349,5.436,5.37,5.415,5.982,6.044,5.566,5.497,5.442,5.496363636,Africa,Sub-Saharan Africa,Low income,0.285115862
Chad,Unemployment rate by sex and age,Female,15-24,Youth,0.591,0.614,0.643,0.669,0.685,0.676,0.902,0.87,0.683,0.616,0.591,0.685454546,Africa,Sub-Saharan Africa,Low income,0.105304666
Chad,Unemployment rate by sex and age,Female,25+,Adults,0.583,0.624,0.695,0.765,0.786,0.735,1.049,1.155,0.778,0.704,0.671,0.776818182,Africa,Sub-Saharan Africa,Low income,0.174123989
Chad,Unemployment rate by sex and age,Female,Under 15,Children,0.585,0.621,0.681,0.739,0.76,0.72,1.011,1.081,0.753,0.68,0.65,0.752818182,Africa,Sub-Saharan Africa,Low income,0.15564435
Chad,Unemployment rate by sex and age,Male,15-24,Youth,1.946,2.002,2.078,2.133,2.153,2.127,2.543,2.856,2.134,1.895,1.805,2.152,Africa,Sub-Saharan Africa,Low income,0.301110943
Chad,Unemployment rate by sex and age,Male,25+,Adults,0.838,0.894,1.019,1.144,1.162,1.051,2.034,1.68,1.097,0.994,0.946,1.169,Africa,Sub-Saharan Africa,Low income,0.362928092
Chad,Unemployment rate by sex and age,Male,Under 15,Children,1.093,1.148,1.26,1.368,1.384,1.289,2.147,1.943,1.336,1.203,1.145,1.392363636,Africa,Sub-Saharan Africa,Low income,0.339278727
Chile,Unemployment rate by sex and age,Female,15-24,Youth,19.864,18.472,17.725,18.448,19.684,20.014,26.116,22.583,19.905,23.9,24.629,21.03090909,Americas,Latin America and the Caribbean,High income,2.811959511
Chile,Unemployment rate by sex and age,Female,25+,Adults,5.337,5.622,5.945,6.093,6.538,6.647,9.833,8.428,7.837,8.298,8.596,7.197636364,Americas,Latin America and the Caribbean,High income,1.46649857
Chile,Unemployment rate by sex and age,Female,Under 15,Children,7.11,7.127,7.256,7.444,7.956,8,11.171,9.557,8.817,9.494,9.797,8.520818182,Americas,Latin America and the Caribbean,High income,1.343253276
Chile,Unemployment rate by sex and age,Male,15-24,Youth,14.981,14.396,14.783,16.153,16.72,19.125,23.267,18.92,17.094,19.952,20.513,17.80945455,Americas,Latin America and the Caribbean,High income,2.791098614
Chile,Unemployment rate by sex and age,Male,25+,Adults,5.174,4.961,5.344,5.522,5.602,5.545,9.691,8.274,7.044,7.83,7.921,6.628,Americas,Latin America and the Caribbean,High income,1.592841988
Chile,Unemployment rate by sex and age,Male,Under 15,Children,6.33,6.047,6.365,6.604,6.676,6.74,10.781,9.087,7.837,8.755,8.852,7.643090909,Americas,Latin America and the Caribbean,High income,1.529788512
China,Unemployment rate by sex and age,Female,15-24,Youth,9.397,9.572,9.494,9.381,8.708,9.627,11.425,11.171,13.362,13.958,13.818,10.90118182,Asia,Eastern Asia,Upper-middle income,1.975063686
China,Unemployment rate by sex and age,Female,25+,Adults,3.211,3.274,3.25,3.214,3.168,3.33,3.612,3.204,3.395,3.312,3.318,3.298909091,Asia,Eastern Asia,Upper-middle income,0.123635314
China,Unemployment rate by sex and age,Female,Under 15,Children,4.018,4.036,3.959,3.882,3.744,3.962,4.344,3.956,4.328,4.312,4.308,4.077181818,Asia,Eastern Asia,Upper-middle income,0.209461604
China,Unemployment rate by sex and age,Male,15-24,Youth,11.441,11.613,11.483,11.316,10.482,11.567,13.684,13.353,15.969,17.353,17.459,13.24727273,Asia,Eastern Asia,Upper-middle income,2.558345993
China,Unemployment rate by sex and age,Male,25+,Adults,4.167,4.233,4.189,4.132,4.064,4.264,4.61,4.082,4.324,4.142,4.128,4.212272727,Asia,Eastern Asia,Upper-middle income,0.152907221
China,Unemployment rate by sex and age,Male,Under 15,Children,5.123,5.146,5.048,4.949,4.773,5.051,5.538,5.044,5.518,5.505,5.51,5.200454545,Asia,Eastern Asia,Upper-middle income,0.269871586
Colombia,Unemployment rate by sex and age,Female,15-24,Youth,23.59,23.246,23.598,24.097,25.023,26.206,35.221,32.142,26.545,24.181,24.487,26.21236364,Americas,Latin America and the Caribbean,Upper-middle income,3.897825965
Colombia,Unemployment rate by sex and age,Female,25+,Adults,8.592,8.533,8.937,9.26,9.493,10.634,17.721,15.511,10.994,9.807,9.691,10.83390909,Americas,Latin America and the Caribbean,Upper-middle income,2.998789871
Colombia,Unemployment rate by sex and age,Female,Under 15,Children,11.304,11.118,11.469,11.759,12.028,13.127,20.516,18.169,13.25,11.82,11.679,13.29445455,Americas,Latin America and the Caribbean,Upper-middle income,3.109956828
Colombia,Unemployment rate by sex and age,Male,15-24,Youth,14.566,13.262,14.525,14.53,15.639,16.768,21.726,19.629,17.167,15.698,15.6,16.28272727,Americas,Latin America and the Caribbean,Upper-middle income,2.475887683
Colombia,Unemployment rate by sex and age,Male,25+,Adults,5.221,5.216,5.458,5.616,5.797,6.617,11.099,9.287,7.212,6.39,6.184,6.736090909,Americas,Latin America and the Caribbean,Upper-middle income,1.859665478
Colombia,Unemployment rate by sex and age,Male,Under 15,Children,6.987,6.713,7.064,7.15,7.45,8.25,12.803,10.923,8.653,7.701,7.463,8.287,Americas,Latin America and the Caribbean,Upper-middle income,1.901499198
Comoros,Unemployment rate by sex and age,Female,15-24,Youth,9.962,10.197,10.395,10.467,10.507,10.736,12.905,12.514,12.103,11.977,11.843,11.23690909,Africa,Sub-Saharan Africa,Lower-middle income,1.042628165
Comoros,Unemployment rate by sex and age,Female,25+,Adults,4.676,4.798,4.892,4.888,4.861,4.978,5.62,5.881,5.894,5.865,5.835,5.289818182,Africa,Sub-Saharan Africa,Lower-middle income,0.516826822
Comoros,Unemployment rate by sex and age,Female,Under 15,Children,5.325,5.452,5.549,5.541,5.504,5.616,6.415,6.584,6.542,6.485,6.429,5.949272727,Africa,Sub-Saharan Africa,Lower-middle income,0.525498638
Comoros,Unemployment rate by sex and age,Male,15-24,Youth,9.768,9.748,9.68,9.49,9.275,9.232,10.378,9.796,9.805,9.927,9.987,9.735090909,Africa,Sub-Saharan Africa,Lower-middle income,0.324246035
Comoros,Unemployment rate by sex and age,Male,25+,Adults,3.803,3.912,3.993,3.987,3.962,4.067,4.901,5.005,4.849,4.801,4.754,4.366727273,Africa,Sub-Saharan Africa,Lower-middle income,0.482293498
Comoros,Unemployment rate by sex and age,Male,Under 15,Children,4.433,4.517,4.574,4.535,4.471,4.541,5.393,5.423,5.269,5.222,5.173,4.868272727,Africa,Sub-Saharan Africa,Lower-middle income,0.416782939
Congo,Unemployment rate by sex and age,Female,15-24,Youth,39.528,40.54,41.311,42.169,42.297,41.541,46.006,44.774,40.889,39.854,39.307,41.656,Africa,Sub-Saharan Africa,Lower-middle income,2.111346916
Congo,Unemployment rate by sex and age,Female,25+,Adults,16.201,16.721,17.12,17.566,17.628,17.222,18.319,18.694,16.848,16.292,15.951,17.142,Africa,Sub-Saharan Africa,Lower-middle income,0.866431071
Congo,Unemployment rate by sex and age,Female,Under 15,Children,20.988,21.577,22.033,22.548,22.612,22.123,23.893,23.905,21.814,21.2,20.868,22.14190909,Africa,Sub-Saharan Africa,Lower-middle income,1.041206651
Congo,Unemployment rate by sex and age,Male,15-24,Youth,41.91,43.076,44.017,45.03,45.233,44.423,48.672,47.465,43.379,42.012,41.252,44.22445455,Africa,Sub-Saharan Africa,Lower-middle income,2.305454461
Congo,Unemployment rate by sex and age,Male,25+,Adults,12.935,13.387,13.75,14.147,14.219,13.884,15.32,15.46,13.499,12.917,12.533,13.82281818,Africa,Sub-Saharan Africa,Lower-middle income,0.935957886
Congo,Unemployment rate by sex and age,Male,Under 15,Children,18.457,19.001,19.422,19.899,19.959,19.506,21.458,21.344,19.158,18.534,18.172,19.53727273,Africa,Sub-Saharan Africa,Lower-middle income,1.083760775
"Congo, Democratic Republic of the",Unemployment rate by sex and age,Female,15-24,Youth,6.467,6.479,6.594,6.71,6.745,6.727,7.987,7.764,6.827,6.529,6.491,6.847272727,Africa,Sub-Saharan Africa,Low income,0.524990874
"Congo, Democratic Republic of the",Unemployment rate by sex and age,Female,25+,Adults,2.737,2.744,2.828,2.911,2.934,2.915,3.229,3.463,2.958,2.835,2.797,2.941,Africa,Sub-Saharan Africa,Low income,0.219660647
"Congo, Democratic Republic of the",Unemployment rate by sex and age,Female,Under 15,Children,3.562,3.569,3.659,3.747,3.769,3.745,4.263,4.385,3.778,3.619,3.583,3.789,Africa,Sub-Saharan Africa,Low income,0.277898903
